Semestre,Día,num_de_hora,Hora_Inicio,Hora_Fin,Curso
3,Lunes,13,18:40 pm,19:30 pm,Ecologia
3,Lunes,14,19:30 pm,20:20 pm,Ecologia
3,Lunes,15,20:20 pm,21:10 pm,Ecologia
3,Martes,1,08:00 am,08:50 am,Lenguaje de Programacion II
3,Martes,2,08:50 am,09:40 am,Lenguaje de Programacion II
3,Martes,3,09:40 am,10:30 am,Lenguaje de Programacion II
3,Martes,4,10:30 am,11:20 am,Lenguaje de Programacion II
3,Martes,5,11:20 am,12:10 pm,Educacion Fisica
3,Martes,6,12:10 pm,13:00 pm,Educacion Fisica
3,Martes,7,13:00 pm,13:50 pm,libre
3,Martes,8,14:30 pm,15:20 pm,Calculo Multivariable
3,Martes,9,15:20 pm,16:10 pm,Fisica I
3,Martes,10,16:10 pm,17:00 pm,Fisica I
3,Martes,11,17:00 pm,17:50 pm,Fisica I
3,Martes,12,17:50 pm,18:40 pm,Fisica I
3,Miércoles,1,08:00 am,08:50 am,Calculo Multivariable
3,Miércoles,2,08:50 am,09:40 am,Calculo Multivariable
3,Miércoles,3,09:40 am,10:30 am,Calculo Multivariable
3,Miércoles,4,10:30 am,11:20 am,Calculo Multivariable
3,Miércoles,5,11:20 am,12:10 pm,Matematica Basica II
3,Miércoles,6,12:10 pm,13:00 pm,Matematica Basica II
3,Jueves,1,08:00 am,08:50 am,Calculo Multivariable
3,Jueves,2,08:50 am,09:40 am,Calculo Multivariable
3,Jueves,3,09:40 am,10:30 am,Calculo Multivariable
3,Jueves,4,10:30 am,11:20 am,Calculo Multivariable
3,Jueves,5,11:20 am,12:10 pm,Lenguaje de Programacion II
3,Jueves,6,12:10 pm,13:00 pm,Lenguaje de Programacion II
3,Jueves,7,13:00 pm,13:50 pm,libre
3,Jueves,8,14:30 pm,15:20 pm,Matematica Basica II
3,Jueves,9,15:20 pm,16:10 pm,Matematica Basica II
3,Jueves,10,16:10 pm,17:00 pm,Matematica Basica II
3,Jueves,11,17:00 pm,17:50 pm,Matematica Basica II
3,Jueves,12,17:50 pm,18:40 pm,Ecologia
3,Jueves,13,18:40 pm,19:30 pm,Ecologia
3,Jueves,14,19:30 pm,20:20 pm,Fisica I
3,Jueves,15,20:20 pm,21:10 pm,Fisica I
3,Viernes,1,08:00 am,08:50 amlibre
3,Viernes,2,08:50 am,09:40 am,libre
3,Viernes,3,09:40 am,10:30 am,Matematica Basica II
3,Viernes,4,10:30 am,11:20 am,Matematica Basica II
3,Viernes,5,11:20 am,12:10 pm,Matematica Basica II
3,Viernes,6,12:10 pm,13:00 pm,Matematica Basica II
3,Viernes,7,13:00 pm,13:50 pm,libre
3,Viernes,8,14:30 pm,15:20 pm,Lenguaje de Programacion II
3,Viernes,9,15:20 pm,16:10 pm,Lenguaje de Programacion II
3,Viernes,10,16:10 pm,17:00 pm,Lenguaje de Programacion II
3,Viernes,11,17:00 pm,17:50 pm,Lenguaje de Programacion II

2,Lunes,1,08:00 am,08:50 am,Métodos de Estudio del Trabajo Universitario
2,Lunes,2,08:50 am,09:40 am,Métodos de Estudio del Trabajo Universitario
2,Lunes,3,09:40 am,10:30 am,Métodos de Estudio del Trabajo Universitario
2,Lunes,4,10:30 am,11:20 am,Métodos de Estudio del Trabajo Universitario
2,Lunes,5,11:20 am,12:10 pm,Cálculo Integral
2,Lunes,6,12:10 pm,13:00 pm,Cálculo Integral
2,Lunes,7,13:00 pm,13:50 pm,libre
2,Lunes,8,14:30 pm,15:20 pm,Taller de arte: Danza
2,Lunes,9,15:20 pm,16:10 pm,Taller de arte: Danza
2,Lunes,10,16:10 pm,17:00 pm,Cálculo Integral
2,Lunes,11,17:00 pm,17:50 pm,Cálculo Integral
2,Lunes,12,17:50 pm,18:40 pm,Cálculo Integral
2,Martes,1,08:00 am,08:50 am,Cálculo Integral
2,Martes,2,08:50 am,09:40 am,Cálculo Integral
2,Martes,3,09:40 am,10:30 am,Cálculo Integral
2,Martes,4,10:30 am,11:20 am,Estadística General
2,Martes,5,11:20 am,12:10 pm,Estadística General
2,Martes,6,12:10 pm,13:00 pm,Estadística General
2,Martes,7,13:00 pm,13:50 pm,libre
2,Martes,8,14:30 pm,15:20 pm,Química General
2,Martes,9,15:20 pm,16:10 pm,Química General
2,Martes,10,16:10 pm,17:00 pm,Química General
2,Martes,11,17:00 pm,17:50 pm,Realidad nacional
2,Martes,12,17:50 pm,18:40 pm,Realidad nacional
2,Miércoles,1,08:00 am,08:50 am,Lenguaje de Programación I
2,Miércoles,2,08:50 am,09:40 am,Lenguaje de Programación I
2,Miércoles,3,09:40 am,10:30 am,Lenguaje de Programación I
2,Miércoles,4,10:30 am,11:20 am,Lenguaje de Programación I
2,Miércoles,5,11:20 am,12:10 pm,Cálculo Integral
2,Miércoles,6,12:10 pm,13:00 pm,Cálculo Integral
2,Jueves,1,08:00 am,08:50 am,Química General
2,Jueves,2,08:50 am,09:40 am,Química General
2,Jueves,3,09:40 am,10:30 am,Química General
2,Jueves,4,10:30 am,11:20 am,Estadística General
2,Jueves,5,11:20 am,12:10 pm,Estadística General
2,Jueves,6,12:10 pm,13:00 pm,Estadística General
2,Jueves,7,13:00 pm,13:50 pm,libre
2,Jueves,8,14:30 pm,15:20 pm,Lenguaje de Programación I
2,Jueves,9,15:20 pm,16:10 pm,Lenguaje de Programación I
2,Jueves,10,16:10 pm,17:00 pm,Métodos de Estudio del Trabajo Universitario
2,Jueves,11,17:00 pm,17:50 pm,Métodos de Estudio del Trabajo Universitario
2,Jueves,12,17:50 pm,18:40 pm,Métodos de Estudio del Trabajo Universitario
2,Jueves,13,18:40 pm,19:30 pm,Métodos de Estudio del Trabajo Universitario
2,Viernes,1,08:00 am,08:50 am,Lenguaje de Programación I
2,Viernes,2,08:50 am,09:40 am,Lenguaje de Programación I
2,Viernes,3,09:40 am,10:30 am,Lenguaje de Programación I
2,Viernes,4,10:30 am,11:20 am,Lenguaje de Programación I
2,Viernes,5,11:20 am,12:10 pm,Cálculo Integral
2,Viernes,6,12:10 pm,13:00 pm,Cálculo Integral
2,Viernes,7,13:00 pm,13:50 pm,libre
2,Viernes,8,14:30 pm,15:20 pm,Cálculo Integral
2,Viernes,9,15:20 pm,16:10 pm,Cálculo Integral

1,Lunes,1,08:00 am,08:50 am,Física General
1,Lunes,2,08:50 am,09:40 am,Física General
1,Lunes,3,09:40 am,10:30 am,Comunicación Oral y Escrita
1,Lunes,4,10:30 am,11:20 am,Comunicación Oral y Escrita
1,Lunes,5,11:20 am,12:10 pm,Comunicación Oral y Escrita
1,Lunes,6,12:10 pm,13:00 pm,Comunicación Oral y Escrita
1,Lunes,7,13:00 pm,13:50 pm,libre
1,Lunes,8,14:30 pm,15:20 pm,Matemática Superior
1,Lunes,9,15:20 pm,16:10 pm,Matemática Superior
1,Lunes,10,16:10 pm,17:00 pm,Cálculo Diferencial
1,Lunes,11,17:00 pm,17:50 pm,Cálculo Diferencial
1,Lunes,12,17:50 pm,18:40 pm,Física General
1,Lunes,13,18:40 pm,19:30 pm,Física General
1,Lunes,14,19:30 pm,20:20 pm,Física General
1,Lunes,15,20:20 pm,21:10 pm,Física General
1,Martes,1,08:00 am,08:50 am,Cálculo Diferencial
1,Martes,2,08:50 am,09:40 am,Cálculo Diferencial
1,Martes,3,09:40 am,10:30 am,Cálculo Diferencial
1,Martes,4,10:30 am,11:20 am,Cálculo Diferencial
1,Martes,5,11:20 am,12:10 pm,Algoritmos
1,Martes,6,12:10 pm,13:00 pm,Algoritmos
1,Martes,7,13:00 pm,13:50 pm,libre
1,Martes,8,14:30 pm,15:20 pm,Matemática Superior
1,Martes,9,15:20 pm,16:10 pm,Matemática Superior
1,Martes,10,16:10 pm,17:00 pm,Matemática Superior
1,Martes,11,17:00 pm,17:50 pm,Matemática Superior
1,Martes,12,17:50 pm,18:40 pm,Comunicación Oral y Escrita
1,Martes,13,18:40 pm,19:30 pm,Comunicación Oral y Escrita
1,Martes,14,19:30 pm,20:20 pm,Comunicación Oral y Escrita
1,Martes,15,20:20 pm,21:10 pm,Comunicación Oral y Escrita
1,Miércoles,1,08:00 am,08:50 am,Algoritmos
1,Miércoles,2,08:50 am,09:40 am,Algoritmos
1,Miércoles,3,09:40 am,10:30 am,Algoritmos
1,Miércoles,4,10:30 am,11:20 am,Algoritmos
1,Miércoles,5,11:20 am,12:10 pm,Matemática Básica
1,Miércoles,6,12:10 pm,13:00 pm,Matemática Básica
1,Jueves,1,08:00 am,08:50 am,Matemática Superior
1,Jueves,2,08:50 am,09:40 am,Matemática Superior
1,Jueves,3,09:40 am,10:30 am,Matemática Superior
1,Jueves,4,10:30 am,11:20 am,Matemática Superior
1,Jueves,5,11:20 am,12:10 pm,libre
1,Jueves,6,12:10 pm,13:00 pm,libre
1,Jueves,7,13:00 pm,13:50 pm,libre
1,Jueves,8,14:30 pm,15:20 pm,Algoritmos
1,Jueves,9,15:20 pm,16:10 pm,Algoritmos
1,Jueves,10,16:10 pm,17:00 pm,Algoritmos
1,Jueves,11,17:00 pm,17:50 pm,Algoritmos
1,Jueves,12,17:50 pm,18:40 pm,Matemática Básica
1,Jueves,13,18:40 pm,19:30 pm,Matemática Básica
1,Jueves,14,19:30 pm,20:20 pm,Matemática Básica
1,Jueves,15,20:20 pm,21:10 pm,Matemática Básica
1,Viernes,1,08:00 am,08:50 am,Matemática Básica
1,Viernes,2,08:50 am,09:40 am,Matemática Básica
1,Viernes,3,09:40 am,10:30 am,Matemática Básica
1,Viernes,4,10:30 am,11:20 am,Matemática Básica
1,Viernes,5,11:20 am,12:10 pm,libre
1,Viernes,6,12:10 pm,13:00 pm,libre
1,Viernes,7,13:00 pm,13:50 pm,libre
1,Viernes,8,14:30 pm,15:20 pm,Física General
1,Viernes,9,15:20 pm,16:10 pm,Física General
1,Viernes,10,16:10 pm,17:00 pm,Física General
1,Viernes,11,17:00 pm,17:50 pm,Física General
1,Viernes,12,17:50 pm,18:40 pm,Cálculo Diferencial
1,Viernes,13,18:40 pm,19:30 pm,Cálculo Diferencial
1,Viernes,14,19:30 pm,20:20 pm,Cálculo Diferencial
1,Viernes,15,20:20 pm,21:10 pm,Cálculo Diferencial
